row_ID,vehicle_manufacturer,vehicle_model,vehicle_category,current_mileage,vehicle_year,vehicle_gearbox_type,doors_cnt,wheels,vehicle_color,vehicle_interior_color,car_vin,car_leather_interior,deal_type,final_price
14447,VOLKSWAGEN,Caddy,Goods wagon,210000,2007,Manual, >5,  Left wheel  , Blue ,  Black ,,0,For Sale,3200.0
14448,MINI,Countryman,Sedan,83975,2013,Automatic, 4/5,  Left wheel  , White ,  Black , WMWZC3C53DWP20612 ,1,For Sale,8400.0
14449,NISSAN,March,Coupe,123342,2003,Manual, 2/3,  Left wheel  , Silver ,  Grey ,,0,For Sale,1275.0
14450,MERCEDES-BENZ,E 200,Sedan,11111,2001,Automatic, 4/5,  Right-hand drive   , Blue ,  Beige ,,0,For Sale,957.0
14451,TOYOTA,Prius,Hatchback,197328,2011,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU0B0280448 ,1,For Sale,60.0
14452,MERCEDES-BENZ,GL 550,Jeep,130000,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,26000.0
14453,HYUNDAI,Sonata,Sedan,71318,2012,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,2650.0
14454,MERCEDES-BENZ,C 180,Sedan,111111,1998,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,2100.0
14455,NISSAN,Teana,Sedan,18000,2015,Automatic, 4/5,  Right-hand drive   , White ,  Beige ,,0,For Sale,5102.0
14456,TOYOTA,Camry,Sedan,128000,2014,Tiptronic, 4/5,  Left wheel  , Beige ,  Black ,,1,For Sale,7500.0
14457,OPEL,Omega,Sedan,0,1992,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,383.0
14458,HYUNDAI,Elantra gt,Hatchback,80000,2014,Manual, 4/5,  Left wheel  , Black ,  Beige ,,1,For Sale,5600.0
14459,HYUNDAI,Tucson,Jeep,88054,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,14946.0
14460,MERCEDES-BENZ,C 240,Sedan,30000,2002,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3500.0
14461,CHEVROLET,Cruze,Sedan,119484,2009,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,2203.0
14462,MERCEDES-BENZ,E 320,Sedan,25000,2000,Tiptronic, 4/5,  Right-hand drive   , Blue ,  Beige ,,1,For Sale,2296.0
14463,FORD,C-MAX,Hatchback,142400,2014,Automatic, 4/5,  Left wheel  , Grey ,  Grey ,,1,For Sale,6300.0
14464,CHEVROLET,Volt,Sedan,142400,2014,Variator, 4/5,  Left wheel  , White ,  Black , 1G1RD6E45EU166226 ,1,For Sale,8200.0
14465,FORD,Fusion,Sedan,40157,2017,Automatic, 4/5,  Left wheel  , Black ,  Black , 3FA6P0LU6HR314161 ,1,For Sale,200.0
14466,TOYOTA,Tacoma,Jeep,94262,2017,Automatic, 4/5,  Left wheel  , White ,  Black , 5TFAX5GN4HX092893 ,1,For Sale,15700.0
14467,HYUNDAI,Santa FE,Jeep,188083,2010,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7378.0
14468,KIA,RIO,Sedan,147600,2009,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,3300.0
14469,VOLKSWAGEN,Passat,Sedan,50000,2018,Tiptronic, 4/5,  Left wheel  , Black ,  Beige ,,1,For Sale,11500.0
14470,HYUNDAI,Tucson,Jeep,40800,2017,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,16286.0
14471,TOYOTA,Camry,Sedan,12000,2010,Automatic, 4/5,  Left wheel  , Grey ,  Grey ,,1,For Rent,26.0
14472,JEEP,Grand Cherokee,Jeep,146098,2014,Automatic, 4/5,  Left wheel  , Silver ,, 1C4RJFCM7EC304258 ,1,For Sale,2800.0
14473,HYUNDAI,Tucson,Jeep,167512,2010,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,7035.0
14474,HYUNDAI,Sonata,Sedan,89779,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black , 5NPE34AF2FH200851 ,1,For Sale,200.0
14475,LEXUS,RX 450,Jeep,39000,2017,Automatic, 4/5,  Left wheel  , Blue ,  Carnelian red ,,1,For Sale,33500.0
14476,BMW,X5,Jeep,165000,2010,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,13000.0
14477,MERCEDES-BENZ,E 430,Sedan,200000,1999,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,1800.0
14478,CHEVROLET,Cruze LT RS,Sedan,138000,2015,Tiptronic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,5000.0
14479,TOYOTA,Camry,Sedan,159379,2012,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1FK7CU018905 ,1,For Sale,1000.0
14480,NISSAN,Note,Hatchback,141000,2005,Automatic, 4/5,  Right-hand drive   , Grey ,  Black ,,0,For Sale,2500.0
14481,SSANGYONG,REXTON,Jeep,83416,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,14551.0
14482,PORSCHE,Cayenne,Jeep,110000,2013,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,40000.0
14483,TOYOTA,Highlander,Jeep,264877,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTEJW3EH5A2048016 ,1,For Sale,1800.0
14484,DAEWOO,Lacetti,Sedan,68111,2009,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,2300.0
14485,VOLKSWAGEN,Jetta,Sedan,82392,2014,Automatic, 4/5,  Left wheel  , Silver ,, 3VW1K7AJ6EM438747 ,1,For Sale,500.0
14486,FIAT,Panda,Jeep,198365,2007,Manual, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,2392.0
14487,HYUNDAI,Sonata,Sedan,55210,2014,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3353.0
14488,SUBARU,Forester,Universal,0,2001,Automatic, 4/5,  Right-hand drive   , Silver ,  Black , SF5158747 ,0,For Sale,1700.0
14489,NISSAN,Juke,Jeep,33215,2015,Automatic, 4/5,  Left wheel  , Carnelian red ,  Black ,,0,For Sale,7400.0
14490,DODGE,Dart,Sedan,95848,2015,Automatic, 4/5,  Left wheel  , Black ,  Black , 1C3CDFAA5FD433184 ,0,For Sale,4500.0
14491,LEXUS,GX 470,Jeep,188446,2011,Automatic, 4/5,  Left wheel  , Black ,, JTJBM7FX1B5022893 ,1,For Sale,7900.0
14492,NISSAN,Juke,Jeep,238995,2011,Automatic, 4/5,  Left wheel  , Blue ,, JN8AF5MR9BT016731 ,1,For Sale,100.0
14493,HYUNDAI,Elantra,Sedan,44000,2011,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,5600.0
14494,GAZ,32214,Sedan,0,1996,Manual, 2/3,  Left wheel  , Sky blue ,  Black ,,0,For Sale,1700.0
14495,HYUNDAI,Elantra,Sedan,103490,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6097.0
14496,OPEL,Combo turbo,Goods wagon,177389,2001,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,2600.0
14497,KIA,Optima,Sedan,141452,2013,Tiptronic, 4/5,  Left wheel  , White ,  Yellow ,,0,For Sale,5500.0
14498,JAGUAR,Daimler,Jeep,81270,2017,Automatic, 4/5,  Left wheel  , White ,, SADCK2BV6HA069670 ,1,For Sale,175.0
14499,CHEVROLET,Cruze,Sedan,62000,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,6500.0
14500,HYUNDAI,Elantra,Sedan,20753,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7300.0
14501,HYUNDAI,Sonata,Sedan,243200,2013,Tiptronic, 4/5,  Left wheel  , Grey ,  Grey ,,1,For Sale,7600.0
14502,TOYOTA,Highlander,Sedan,166560,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 5TDJKRFH5ES064037 ,1,For Sale,12500.0
14503,MERCEDES-BENZ,E 350,Sedan,132630,2011,Automatic, 4/5,  Left wheel  , Silver ,, WDDHF5GB1BA367109 ,1,For Sale,550.0
14504,DAEWOO,Lacetti,Sedan,112282,2009,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,1750.0
14505,TOYOTA,Camry,Sedan,62000,2013,Automatic, 4/5,  Left wheel  , White ,  Grey ,,0,For Sale,10200.0
14506,TOYOTA,Aqua,Hatchback,93800,2012,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5874.0
14507,VOLKSWAGEN,Golf,Sedan,0,1995,Manual, 2/3,  Left wheel  , Carnelian red ,  Black ,,0,For Sale,1116.0
14508,MERCEDES-BENZ,GLA 250,Sedan,0,2018,Automatic,,  Left wheel  , White ,, WDCTG4GB4JJ443295 ,1,For Sale,10300.0
14509,TOYOTA,Vitz,Hatchback,130000,2007,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,3800.0
14510,HYUNDAI,Santa FE,Jeep,200091,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4886.0
14511,MERCEDES-BENZ,Smart,Coupe,37000,2016,Tiptronic, 4/5,  Left wheel  , White ,  Black , WMEFJ5DA2GK059204 ,0,For Sale,9500.0
14512,TOYOTA,Camry,Sedan,19490,2019,Automatic, 2/3,  Left wheel  , Grey ,  Black ,,1,For Sale,1250.0
14513,JAGUAR,XF,Sedan,63000,2016,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,25000.0
14514,FORD,Escape,Sedan,324594,2008,Automatic, 4/5,  Left wheel  , Silver ,, 1FMCU02Z48KE62232 ,1,For Sale,150.0
14515,FORD,Transit,Microbus,111111,2002,Manual, 4/5,  Left wheel  , Blue ,  Blue ,,0,For Sale,6000.0
14516,HONDA,Elysion,Minivan,185792,2006,Automatic, 4/5,  Right-hand drive   , White ,  Black ,,1,For Sale,5500.0
14517,SUZUKI,Grand Vitara,Jeep,180000,2005,Automatic, 4/5,  Left wheel  , Carnelian red ,  Black ,,0,For Sale,4300.0
14518,AUDI,Q5,Jeep,261160,2013,Automatic, 4/5,  Left wheel  , Black ,, WA1C8AFPXDA058739 ,1,For Sale,6600.0
14519,AUDI,Q5 PREMIUM PLUS ,Jeep,82000,2013,Tiptronic, 4/5,  Left wheel  , Silver ,  Black , WA1LFAFP2DA068302 ,1,For Sale,14200.0
14520,JAGUAR,MK II,Sedan,44000,1968,Automatic, 4/5,  Left wheel  , Black ,  Red ,,1,For Sale,8900.0
14521,TOYOTA,Highlander,Jeep,275200,2005,Automatic, 4/5,  Left wheel  , Silver ,  Grey ,,0,For Sale,6000.0
14522,MINI,Countryman,Hatchback,123984,2011,Automatic, 4/5,  Left wheel  , Green ,  Beige ,,1,For Sale,6000.0
14523,HYUNDAI,Elantra,Sedan,37000,2015,Tiptronic, 4/5,  Left wheel  , Golden ,  Black ,,1,For Sale,6200.0
14524,HYUNDAI,Elantra GLS/LIMITED,Sedan,78656,2013,Tiptronic, 4/5,  Left wheel  , Blue ,  Grey , KMHDH4AE4DU012092 ,0,For Sale,3300.0
14525,TOYOTA,CHR,Jeep,78424,2019,Automatic, 4/5,  Left wheel  , Red ,, JTNKHMBX6K1021589 ,1,For Sale,1750.0
14526,TOYOTA,Prius,Hatchback,101552,2013,Automatic, 4/5,  Left wheel  , Blue ,  Black , JTDKN3DU8D0337711 ,1,For Sale,60.0
14527,FORD,Fusion,Sedan,100747,2015,Automatic, 4/5,  Left wheel  , Green ,, 3FA6P0PU3FR241788 ,1,For Sale,3200.0
14528,TOYOTA,Prius,Hatchback,181920,2007,Automatic, 4/5,  Left wheel  , Grey ,  Grey ,,1,For Sale,3000.0
14529,CHEVROLET,Cruze,Sedan,57857,2011,Automatic, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,2750.0
14530,HONDA,Insight,Hatchback,189571,2010,Automatic, 4/5,  Left wheel  , Silver ,, JHMZE2H7XAS019780 ,1,For Sale,225.0
14531,NISSAN,Versa,Sedan,0,2018,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,825.0
14532,VOLKSWAGEN,Jetta,Sedan,23184,2013,Automatic, 4/5,  Left wheel  , White ,, 3VWDX7AJ5DM450272 ,1,For Sale,450.0
14533,FORD,Escape,Jeep,275000,2010,Variator, 4/5,  Left wheel  , Blue ,  White ,,0,For Sale,5500.0
14534,MERCEDES-BENZ,E 350,Sedan,239224,2010,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB5AA210875 ,1,For Sale,275.0
14535,MERCEDES-BENZ,GLE 350,Sedan,5347,2019,Automatic,,  Left wheel  , White ,, 4JGED6EB2KA155875 ,1,For Sale,5500.0
14536,TOYOTA,Prius,Hatchback,272000,2008,Variator, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,3900.0
14537,LEXUS,GX 460,Jeep,260771,2010,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FX5A5008036 ,1,For Sale,300.0
14538,TOYOTA,Camry,Sedan,53310,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,2600.0
14539,ACURA,TL,Sedan,280040,2010,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,375.0
14540,FORD,Escape,Jeep,241638,2013,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,375.0
14541,BMW,120,Hatchback,220000,2010,Manual, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,5500.0
14542,FORD,Fiesta,Hatchback,110557,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,275.0
14543,HYUNDAI,Accent,Sedan,201151,2012,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,4148.0
14544,TOYOTA,Prius,Sedan,180000,2012,Variator, 4/5,  Left wheel  , Grey ,  Beige ,,0,For Sale,5200.0
14545,HYUNDAI,Sonata,Sedan,32144,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6250.0
14546,JEEP,Grand Cherokee OVERLAND,Jeep,115308,2014,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,21000.0
14547,TOYOTA,Camry,Sedan,381365,2014,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,225.0
14548,BMW,320 I,Sedan,118000,2004,Tiptronic, 4/5,  Right-hand drive   , Silver ,  Black ,,1,For Sale,3200.0
14549,VOLKSWAGEN,Passat,Sedan,117117,2015,Automatic, 4/5,  Left wheel  , Grey ,, 1VWAT7A39FC072347 ,1,For Sale,400.0
14550,MERCEDES-BENZ,Sprinter,Microbus,143000,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,2400.0
14551,MERCEDES-BENZ,ML 320,Jeep,263000,2006,Tiptronic, 4/5,  Left wheel  , Black ,  Yellow ,,1,For Sale,6300.0
14552,HYUNDAI,H1,Universal,203073,2016,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,8757.0
14553,TOYOTA,Prius,Hatchback,373634,2012,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU3C5419900 ,1,For Sale,150.0
14554,TOYOTA,Highlander,Jeep,251278,2009,Automatic, 4/5,  Left wheel  , Green ,  Black , JTEEW44AX92036323 ,1,For Sale,2550.0
14555,LEXUS,IS 200,Sedan,68286,2016,Automatic, 4/5,  Left wheel  , Grey ,, JTHBA1D27G5013802 ,1,For Sale,200.0
14556,FORD,Transit,Microbus,11111111,1991,Manual, 2/3,  Left wheel  , White ,  Black ,,0,For Sale,1754.0
14557,MERCEDES-BENZ,GLE 63 AMG,Jeep,17584,2016,Automatic, 4/5,  Left wheel  , Black ,, 4JGDA7FB4GA684891 ,1,For Sale,2000.0
14558,OPEL,Astra,Goods wagon,150000,1998,Manual, 4/5,  Left wheel  , Silver ,  Grey ,,0,For Sale,2500.0
14559,PORSCHE,Panamera,Sedan,57000,2010,Tiptronic, 4/5,  Left wheel  , White ,  Golden ,,1,For Sale,24000.0
14560,SUZUKI,Swift,Sedan,140000,2007,Automatic, 4/5,  Right-hand drive   , Black ,  Black ,,0,For Sale,2300.0
14561,SUBARU,Forester,Jeep,221221,2011,Automatic, 4/5,  Left wheel  , Green ,, JF2SHGGC6BH724291 ,1,For Sale,3300.0
14562,FORD,Fusion,Sedan,367720,2015,Automatic, 4/5,  Left wheel  , White ,, 3FA6P0RU3FR184036 ,1,For Sale,150.0
14563,FORD,Escape,Jeep,77872,2009,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7688.0
14564,HONDA,Insight,Sedan,240000,2010,Automatic, >5,  Left wheel  , White ,  Beige ,,0,For Sale,4500.0
14565,LINCOLN,MKZ,Sedan,120000,2013,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,10500.0
14566,LEXUS,RX 450,Jeep,138038,2013,Automatic, 4/5,  Left wheel  , White ,, JTJZB1BA2D2009433 ,1,For Sale,325.0
14567,NISSAN,Note,Sedan,16302,2005,Automatic, 4/5,  Right-hand drive   , White ,  Yellow ,,0,For Sale,2700.0
14568,NISSAN,March,Hatchback,5570,2013,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5127.0
14569,TOYOTA,Prius C,Sedan,11111,2012,Automatic, 4/5,  Left wheel  , Red ,  Beige ,,0,For Sale,4900.0
14570,HYUNDAI,Santa FE,Jeep,4654,2020,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,25387.0
14571,CHEVROLET,1500,Sedan,96973,2012,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,4000.0
14572,HYUNDAI,Tucson,Jeep,160000,2006,Tiptronic, 4/5,  Left wheel  , Black ,  Grey ,,1,For Sale,4200.0
14573,LEXUS,RX 450,Jeep,18600,2010,Automatic, 4/5,  Left wheel  , Silver ,  White ,,1,For Sale,4050.0
14574,MERCEDES-BENZ,E 320,Sedan,19000,2003,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7653.0
14575,TOYOTA,Camry,Sedan,48000,2017,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6950.0
14576,VOLKSWAGEN,Jetta,Sedan,169000,2013,Automatic, 4/5,  Left wheel  , White ,, 3VWLL7AJ6DM289017 ,1,For Sale,450.0
14577,HYUNDAI,Elantra,Sedan,157724,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6462.0
14578,NISSAN,Rogue,Jeep,24000,2016,Automatic, 4/5,  Right-hand drive   , White ,  Black ,,1,For Sale,13500.0
14579,LEXUS,RX 450,Jeep,311949,2010,Automatic, 4/5,  Left wheel  , Silver ,, JTJZB1BA3A2000123 ,1,For Sale,90.0
14580,NISSAN,Skyline,Sedan,112000,2008,Tiptronic, 4/5,  Right-hand drive   , Silver ,  Black ,,1,For Sale,3500.0
14581,HYUNDAI,Santa FE,Jeep,88393,2012,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,9403.0
14582,NISSAN,Altima,Sedan,176632,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,1300.0
14583,HONDA,FIT,Hatchback,119213,2013,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,175.0
14584,HONDA,Stream,Minivan,180000,2003,Tiptronic, >5,  Right-hand drive   , Black ,  Black ,,0,For Sale,2550.0
14585,TOYOTA,Highlander,Jeep,264877,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTEJW3EH5A2048016 ,1,For Sale,1800.0
14586,HYUNDAI,H1,Minivan,30066,2017,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,12350.0
14587,MERCEDES-BENZ,E 350,Sedan,64496,2011,Automatic, 4/5,  Left wheel  , Blue ,, WDDHF8HB0BA484650 ,1,For Sale,4350.0
14588,NISSAN,Tiida,Hatchback,0,2005,Automatic, 4/5,  Right-hand drive   , Silver ,  Beige ,,0,For Rent,10.0
14589,TOYOTA,Prius,Hatchback,270410,2014,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU0E1754719 ,1,For Sale,300.0
14590,TOYOTA,Prius,Jeep,0,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU2A0154395 ,1,For Sale,1050.0
14591,HYUNDAI,H1,Universal,129841,2017,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,13274.0
14592,MAZDA,Tribute,Jeep,248875,2001,Automatic, 4/5,  Left wheel  , Black ,  Grey ,,0,For Sale,2100.0
14593,MERCEDES-BENZ,C 180,Sedan,295000,1995,Manual, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,2350.0
14594,NISSAN,Juke,Jeep,112000,2011,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,6200.0
14595,TOYOTA,Prius C,Sedan,105000,2013,Automatic, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,5300.0
14596,HYUNDAI,Tucson,Jeep,172000,2010,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6847.0
14597,CHEVROLET,Aveo,Hatchback,42000,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,8665.0
14598,HONDA,FR-V,Minivan,251004,2006,Manual, 4/5,  Left wheel  , Blue ,  Grey ,,1,For Sale,2870.0
14599,AUDI,A7,Coupe,161000,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Grey , WAU2GAFC3CN098067 ,1,For Sale,18500.0
14600,OPEL,Corsa,Coupe,301515,1992,Manual, 2/3,  Left wheel  , Blue ,  Grey ,,0,For Sale,1300.0
14601,BMW,520,Sedan,260000,2003,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,2500.0
14602,TOYOTA,Prius,Hatchback,240146,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,60.0
14603,BMW,750,Sedan,164000,2005,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6300.0
14604,BMW,X5,Jeep,239000,2011,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,16500.0
14605,TOYOTA,Prius,Hatchback,418667,2012,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,100.0
14606,TOYOTA,Prius,Hatchback,173933,2013,Automatic, 4/5,  Left wheel  , Silver ,  White , JTDKN3DUXD5593481 ,1,For Sale,2600.0
14607,HYUNDAI,H1,Minivan,65283,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4000.0
14608,NISSAN,Murano,Jeep,132000,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,6900.0
14609,MERCEDES-BENZ,C 200,Sedan,305222,1996,Manual, 4/5,  Left wheel  , Black ,  Blue ,,0,For Sale,1700.0
14610,MERCEDES-BENZ,B 200,Hatchback,70000,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,10000.0
14611,HYUNDAI,Santa FE,Jeep,75000,2017,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,19883.0
14612,LEXUS,GX 470,Jeep,263190,2008,Automatic, 4/5,  Left wheel  , White ,, JTJBT20X580153474 ,1,For Sale,275.0
14613,NISSAN,Serena,Minivan,111000,2005,Automatic, 4/5,  Right-hand drive   , Grey ,  Beige , 111 ,0,For Sale,3200.0
14614,HYUNDAI,Tucson,Jeep,139839,2011,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6350.0
14615,TOYOTA,Camry,Sedan,127515,2018,Automatic, 4/5,  Left wheel  , Black ,  Black , JTNB11HK1J3025308 ,1,For Sale,3100.0
14616,HYUNDAI,Sonata,Sedan,108102,2013,Automatic, 4/5,  Left wheel  , Silver ,, KMHEC4A43DA090665 ,1,For Sale,300.0
14617,FORD,Escape,Jeep,174522,2008,Automatic, 4/5,  Left wheel  , White ,, 1FMCU59H28KB58469 ,1,For Sale,150.0
14618,HONDA,Civic,Sedan,178000,2006,Tiptronic, 4/5,  Right-hand drive   , Brown ,  Black ,,1,For Sale,2700.0
14619,HYUNDAI,Elantra,Sedan,101682,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5387.0
14620,CHEVROLET,Cruze,Sedan,0,2011,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,2800.0
14621,HYUNDAI,Santa FE,Jeep,143864,2015,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,625.0
14622,LEXUS,ES 300,Sedan,135500,2012,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,13500.0
14623,CHEVROLET,Volt,Hatchback,0,2012,Automatic, 4/5,  Left wheel  , Red ,, 1G1RA6E40CU109552 ,1,For Sale,225.0
14624,FORD,Transit,Microbus,0,1999,Manual, 2/3,  Left wheel  , Blue ,  Blue ,,0,For Sale,2800.0
14625,MERCEDES-BENZ,GLA 250,Sedan,47574,2018,Automatic,,  Left wheel  , Black ,, WDCTG4EB5JJ484134 ,1,For Sale,300.0
14626,CHEVROLET,Volt,Hatchback,59402,2017,Automatic, 4/5,  Left wheel  , White ,, 1G1RC6S52HU113956 ,1,For Sale,100.0
14627,HYUNDAI,Elantra,Sedan,128962,2013,Automatic, 4/5,  Left wheel  , Red ,,,1,For Sale,325.0
14628,LEXUS,RX 450,Jeep,143619,2015,Automatic, 4/5,  Left wheel  , Black ,, 2T2BK1BA7FC278886 ,1,For Sale,4450.0
14629,NISSAN,Altima,Sedan,163875,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,550.0
14630,TOYOTA,Aqua,Hatchback,89000,2012,Automatic, 4/5,  Right-hand drive   , Silver ,  Black ,,1,For Sale,3100.0
14631,MERCEDES-BENZ,Vito,Goods wagon,212800,2004,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,5000.0
14632,AUDI,Q5,Sedan,13658,2019,Automatic,,  Left wheel  , Black ,, WA1ANAFY8K2121627 ,1,For Sale,4550.0
14633,OPEL,Astra,Hatchback,999000,1999,Manual, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,1700.0
14634,CHEVROLET,Volt,Sedan,81440,2017,Automatic, 4/5,  Left wheel  , Black ,, 1G1RC6S54HU147039 ,1,For Sale,250.0
14635,MERCEDES-BENZ,C 180,Sedan,300000,1996,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,2200.0
14636,HYUNDAI,Elantra,Sedan,133514,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,175.0
14637,HYUNDAI,Santa FE,Jeep,132000,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,16595.0
14638,SSANGYONG,Actyon,Jeep,81416,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,13135.0
14639,FORD,Fusion,Sedan,163200,2012,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,4088.0
14640,TOYOTA,Prius,Hatchback,159382,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU8A0195890 ,1,For Sale,1050.0
14641,TOYOTA,Caldina,Hatchback,94000,2003,Automatic, 4/5,  Right-hand drive   , Black ,  Black ,,0,For Sale,1594.0
14642,BMW,X5,Jeep,229966,2012,Automatic, 4/5,  Left wheel  , Black ,, 5UXZW0C5XCL673473 ,1,For Sale,4650.0
14643,CHEVROLET,Cruze,Sedan,67000,2016,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,6300.0
14644,BMW,530,Sedan,240000,2006,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,4500.0
